round,ucb_reward,pd_reward,ucb_cumulative,pd_cumulative,optimal_reward,optimal_cumulative,ucb_price,pd_price,ucb_produced,pd_produced,pd_lambda
285,0.4,0.2,61.20000000000002,61.30000000000001,0.0,75.0,0.4,0.2,True,True,0.0
286,0.0,0.5,61.20000000000002,61.80000000000001,0.0,75.0,0.2,0.5,True,True,0.0
287,0.0,0.0,61.20000000000002,61.80000000000001,0.5,75.5,0.5,0.6,True,True,0.0
288,0.0,0.4,61.20000000000002,62.20000000000001,0.0,75.5,0.8,0.4,True,True,0.0
289,0.0,0.0,61.20000000000002,62.20000000000001,0.5,76.0,1.0,0.6,True,True,0.0
290,0.0,0.2,61.20000000000002,62.40000000000001,0.0,76.0,0.4,0.2,True,True,0.0
291,0.0,0.2,61.20000000000002,62.600000000000016,0.0,76.0,0.3,0.2,True,True,0.0
292,0.0,0.0,61.20000000000002,62.600000000000016,0.5,76.5,0.7,0.7,True,True,0.0
293,0.0,0.5,61.20000000000002,63.100000000000016,0.0,76.5,0.9,0.5,True,True,0.0
294,0.1,0.0,61.30000000000002,63.100000000000016,0.0,76.5,0.1,0.3,True,True,0.0
295,0.0,0.0,61.30000000000002,63.100000000000016,0.5,77.0,0.6,0.6,True,True,0.0
296,0.0,0.0,61.30000000000002,63.100000000000016,0.5,77.5,0.8,0.6,True,True,0.0
297,0.0,0.0,61.30000000000002,63.100000000000016,0.0,77.5,0.5,0.4,True,True,0.0
298,0.2,0.0,61.50000000000002,63.100000000000016,0.5,78.0,0.2,0.6,True,True,0.0
299,0.4,0.3,61.90000000000002,63.40000000000001,0.0,78.0,0.4,0.3,True,True,0.0
300,0.0,0.2,61.90000000000002,63.600000000000016,0.0,78.0,0.3,0.2,True,True,0.0
301,0.4,0.0,62.30000000000002,63.600000000000016,0.5,78.5,0.4,0.6,True,True,0.0
302,0.0,0.0,62.30000000000002,63.600000000000016,0.5,79.0,0.7,0.6,True,True,0.0
303,0.0,0.0,62.30000000000002,63.600000000000016,0.5,79.5,0.6,0.6,True,True,0.0
304,0.0,0.6,62.30000000000002,64.20000000000002,0.5,80.0,1.0,0.6,True,True,0.0
305,0.4,0.0,62.70000000000002,64.20000000000002,0.5,80.5,0.4,0.9,True,True,0.0
306,0.1,0.0,62.80000000000002,64.20000000000002,0.5,81.0,0.1,0.6,True,True,0.0
307,0.2,0.4,63.00000000000002,64.60000000000002,0.0,81.0,0.2,0.4,True,True,0.0
308,0.0,0.0,63.00000000000002,64.60000000000002,0.5,81.5,0.9,0.6,True,True,0.0
309,0.8,0.0,63.80000000000002,64.60000000000002,0.0,81.5,0.8,0.4,True,True,0.0
310,0.0,0.5,63.80000000000002,65.10000000000002,0.0,81.5,0.8,0.5,True,True,0.0
311,0.4,0.3,64.20000000000002,65.40000000000002,0.0,81.5,0.4,0.3,True,True,0.0
312,0.5,0.2,64.70000000000002,65.60000000000002,0.0,81.5,0.5,0.2,True,True,0.0
313,0.5,0.0,65.20000000000002,65.60000000000002,0.5,82.0,0.5,0.8,True,True,0.0
314,0.0,0.7,65.20000000000002,66.30000000000003,0.5,82.5,0.5,0.7,True,True,0.0
315,0.4,0.0,65.60000000000002,66.30000000000003,0.5,83.0,0.4,0.6,True,True,0.0
316,0.3,0.0,65.90000000000002,66.30000000000003,0.0,83.0,0.3,0.5,True,True,0.0
317,0.0,0.0,65.90000000000002,66.30000000000003,0.0,83.0,0.8,0.4,True,True,0.0
318,0.0,0.3,65.90000000000002,66.60000000000002,0.0,83.0,0.4,0.3,True,True,0.0
319,0.0,0.4,65.90000000000002,67.00000000000003,0.0,83.0,0.2,0.4,True,True,0.0
320,0.0,0.6,65.90000000000002,67.60000000000002,0.5,83.5,0.6,0.6,True,True,0.0
321,0.0,0.6,65.90000000000002,68.20000000000002,0.5,84.0,0.7,0.6,True,True,0.0
322,0.1,0.6,66.00000000000001,68.80000000000001,0.5,84.5,0.1,0.6,True,True,0.0
323,0.0,0.0,66.00000000000001,68.80000000000001,0.0,84.5,0.3,0.4,True,True,0.0
324,0.9,0.8,66.90000000000002,69.60000000000001,0.5,85.0,0.9,0.8,True,True,0.0
325,0.0,0.6,66.90000000000002,70.2,0.5,85.5,0.9,0.6,True,True,0.0
326,0.0,0.6,66.90000000000002,70.8,0.5,86.0,0.5,0.6,True,True,0.0
327,0.0,0.0,66.90000000000002,70.8,0.5,86.5,1.0,0.6,True,True,0.0
328,0.0,0.5,66.90000000000002,71.3,0.0,86.5,0.9,0.5,True,True,0.0
329,0.0,0.0,66.90000000000002,71.3,0.0,86.5,0.8,0.4,True,True,0.0
330,0.0,0.0,66.90000000000002,71.3,0.0,86.5,0.6,0.5,True,True,0.0
331,0.4,0.0,67.30000000000003,71.3,0.5,87.0,0.4,0.6,True,True,0.0
332,0.2,0.1,67.50000000000003,71.39999999999999,0.0,87.0,0.2,0.1,True,True,0.0
333,0.4,0.3,67.90000000000003,71.69999999999999,0.0,87.0,0.4,0.3,True,True,0.0
334,0.1,0.0,68.00000000000003,71.69999999999999,0.0,87.0,0.1,0.2,True,True,0.0
335,0.3,0.2,68.30000000000003,71.89999999999999,0.0,87.0,0.3,0.2,True,True,0.0
336,0.0,0.0,68.30000000000003,71.89999999999999,0.5,87.5,0.7,0.7,True,True,0.0
337,0.4,0.0,68.70000000000003,71.89999999999999,0.5,88.0,0.4,0.6,True,True,0.0
338,0.0,0.0,68.70000000000003,71.89999999999999,0.0,88.0,0.5,0.5,True,True,0.0
339,0.0,0.3,68.70000000000003,72.19999999999999,0.0,88.0,0.4,0.3,True,True,0.0
340,0.0,0.5,68.70000000000003,72.69999999999999,0.0,88.0,0.3,0.5,True,True,0.0
341,0.0,0.0,68.70000000000003,72.69999999999999,0.0,88.0,0.6,0.5,True,True,0.0
342,0.2,0.0,68.90000000000003,72.69999999999999,0.0,88.0,0.2,0.4,True,True,0.0
343,0.0,0.0,68.90000000000003,72.69999999999999,0.0,88.0,0.9,0.5,True,True,0.0
344,0.0,0.5,68.90000000000003,73.19999999999999,0.0,88.0,0.8,0.5,True,True,0.0
345,0.0,0.6,68.90000000000003,73.79999999999998,0.5,88.5,1.0,0.6,True,True,0.0
346,0.1,0.6,69.00000000000003,74.39999999999998,0.5,89.0,0.1,0.6,True,True,0.0
347,0.2,0.2,69.20000000000003,74.59999999999998,0.0,89.0,0.2,0.2,True,True,0.0
348,0.7,0.5,69.90000000000003,75.09999999999998,0.0,89.0,0.7,0.5,True,True,0.0
349,0.0,0.0,69.90000000000003,75.09999999999998,0.5,89.5,0.7,0.6,True,True,0.0
350,0.5,0.5,70.40000000000003,75.59999999999998,0.5,90.0,0.5,0.5,True,True,0.0
351,0.4,0.7,70.80000000000004,76.29999999999998,0.5,90.5,0.4,0.7,True,True,0.0
352,0.0,0.6,70.80000000000004,76.89999999999998,0.5,91.0,0.5,0.6,True,True,0.0
353,0.6,0.4,71.40000000000003,77.29999999999998,0.0,91.0,0.6,0.4,True,True,0.0
354,0.0,0.3,71.40000000000003,77.59999999999998,0.0,91.0,0.6,0.3,True,True,0.0
355,0.3,0.0,71.70000000000003,77.59999999999998,0.5,91.5,0.3,0.6,True,True,0.0
356,0.4,0.2,72.10000000000004,77.79999999999998,0.0,91.5,0.4,0.2,True,True,0.0
357,0.0,0.0,72.10000000000004,77.79999999999998,0.5,92.0,0.8,0.6,True,True,0.0
358,0.0,0.0,72.10000000000004,77.79999999999998,0.5,92.5,0.9,0.8,True,True,0.0
359,0.4,0.0,72.50000000000004,77.79999999999998,0.5,93.0,0.4,0.6,True,True,0.0
360,0.7,0.0,73.20000000000005,77.79999999999998,0.0,93.0,0.7,0.5,True,True,0.0
361,0.0,0.0,73.20000000000005,77.79999999999998,0.5,93.5,0.7,0.6,True,True,0.0
362,0.2,0.0,73.40000000000005,77.79999999999998,0.0,93.5,0.2,0.5,True,True,0.0
363,0.3,0.0,73.70000000000005,77.79999999999998,0.5,94.0,0.3,0.6,True,True,0.0
364,0.4,0.0,74.10000000000005,77.79999999999998,0.5,94.5,0.4,0.8,True,True,0.0
365,0.1,0.0,74.20000000000005,77.79999999999998,0.0,94.5,0.1,0.5,True,True,0.0
366,0.4,0.0,74.60000000000005,77.79999999999998,0.5,95.0,0.4,0.8,True,True,0.0
367,0.6,0.0,75.20000000000005,77.79999999999998,0.5,95.5,0.6,0.7,True,True,0.0
368,0.0,0.0,75.20000000000005,77.79999999999998,0.0,95.5,0.6,0.4,True,True,0.0
369,0.0,0.2,75.20000000000005,77.99999999999999,0.0,95.5,1.0,0.2,True,True,0.0
370,0.3,0.3,75.50000000000004,78.29999999999998,0.0,95.5,0.3,0.3,True,True,0.0
371,0.0,0.1,75.50000000000004,78.39999999999998,0.0,95.5,0.5,0.1,True,True,0.0
372,0.4,0.3,75.90000000000005,78.69999999999997,0.0,95.5,0.4,0.3,True,True,0.0
373,0.0,0.0,75.90000000000005,78.69999999999997,0.5,96.0,0.7,0.6,True,True,0.0
374,0.2,0.2,76.10000000000005,78.89999999999998,0.0,96.0,0.2,0.2,True,True,0.0
375,0.8,0.0,76.90000000000005,78.89999999999998,0.0,96.0,0.8,0.4,True,True,0.0
376,0.0,0.0,76.90000000000005,78.89999999999998,0.5,96.5,0.8,0.7,True,True,0.0
377,0.4,0.2,77.30000000000005,79.09999999999998,0.0,96.5,0.4,0.2,True,True,0.0
378,0.3,0.0,77.60000000000005,79.09999999999998,0.5,97.0,0.3,0.6,True,True,0.0
379,0.4,0.4,78.00000000000006,79.49999999999999,0.0,97.0,0.4,0.4,True,True,0.0
380,0.0,0.3,78.00000000000006,79.79999999999998,0.0,97.0,0.9,0.3,True,True,0.0
381,0.0,0.6,78.00000000000006,80.39999999999998,0.5,97.5,0.8,0.6,True,True,0.0
382,0.4,0.6,78.40000000000006,80.99999999999997,0.5,98.0,0.4,0.6,True,True,0.0
383,0.0,0.0,78.40000000000006,80.99999999999997,0.5,98.5,0.6,0.7,True,True,0.0
384,0.1,0.0,78.50000000000006,80.99999999999997,0.5,99.0,0.1,0.6,True,True,0.0
385,0.3,0.0,78.80000000000005,80.99999999999997,0.5,99.5,0.3,0.6,True,True,0.0
386,0.2,0.0,79.00000000000006,80.99999999999997,0.0,99.5,0.2,0.4,True,True,0.0
387,0.0,0.3,79.00000000000006,81.29999999999997,0.0,99.5,0.4,0.3,True,True,0.0
388,0.5,0.6,79.50000000000006,81.89999999999996,0.5,100.0,0.5,0.6,True,True,0.0
389,0.0,0.6,79.50000000000006,82.49999999999996,0.5,100.5,0.5,0.6,True,True,0.0
390,0.0,0.0,79.50000000000006,82.49999999999996,0.5,101.0,0.7,1.0,True,True,0.0
391,0.0,0.0,79.50000000000006,82.49999999999996,0.0,101.0,0.3,0.5,True,True,0.0
392,0.0,0.0,79.50000000000006,82.49999999999996,0.0,101.0,1.0,0.5,True,True,0.0
393,0.2,0.0,79.70000000000006,82.49999999999996,0.5,101.5,0.2,0.6,True,True,0.0
394,0.0,0.4,79.70000000000006,82.89999999999996,0.0,101.5,0.8,0.4,True,True,0.0
395,0.6,0.0,80.30000000000005,82.89999999999996,0.5,102.0,0.6,0.8,True,True,0.0
396,0.0,0.0,80.30000000000005,82.89999999999996,0.5,102.5,0.6,0.7,True,True,0.0
397,0.0,0.0,80.30000000000005,82.89999999999996,0.0,102.5,0.9,0.5,True,True,0.0
398,0.4,0.6,80.70000000000006,83.49999999999996,0.5,103.0,0.4,0.6,True,True,0.0
399,0.1,0.6,80.80000000000005,84.09999999999995,0.5,103.5,0.1,0.6,True,True,0.0
400,0.0,0.3,80.80000000000005,84.39999999999995,0.0,103.5,0.5,0.3,True,True,0.0
401,0.0,0.0,80.80000000000005,84.39999999999995,0.5,104.0,0.4,0.7,True,True,0.0
402,0.0,0.0,80.80000000000005,84.39999999999995,0.5,104.5,0.2,0.5,True,True,0.0
403,0.3,0.0,81.10000000000005,84.39999999999995,0.5,105.0,0.3,0.6,True,True,0.0
404,0.0,0.4,81.10000000000005,84.79999999999995,0.0,105.0,0.7,0.4,True,True,0.0
405,0.0,0.0,81.10000000000005,84.79999999999995,0.5,105.5,0.6,0.7,True,True,0.0
406,0.8,0.0,81.90000000000005,84.79999999999995,0.0,105.5,0.8,0.5,True,True,0.0
407,0.8,0.1,82.70000000000005,84.89999999999995,0.0,105.5,0.8,0.1,True,True,0.0
408,0.0,0.7,82.70000000000005,85.59999999999995,0.5,106.0,0.8,0.7,True,True,0.0
409,0.8,0.3,83.50000000000004,85.89999999999995,0.0,106.0,0.8,0.3,True,True,0.0
410,0.0,0.4,83.50000000000004,86.29999999999995,0.0,106.0,0.8,0.4,True,True,0.0
411,0.0,0.0,83.50000000000004,86.29999999999995,0.5,106.5,0.3,0.8,True,True,0.0
412,0.0,0.0,83.50000000000004,86.29999999999995,0.5,107.0,0.8,0.8,True,True,0.0
413,0.0,0.0,83.50000000000004,86.29999999999995,0.5,107.5,0.1,0.6,True,True,0.0
414,0.0,0.0,83.50000000000004,86.29999999999995,0.5,108.0,0.9,0.6,True,True,0.0
415,0.4,0.5,83.90000000000005,86.79999999999995,0.0,108.0,0.4,0.5,True,True,0.0
416,0.0,0.0,83.90000000000005,86.79999999999995,0.0,108.0,1.0,0.4,True,True,0.0
417,0.0,0.0,83.90000000000005,86.79999999999995,0.0,108.0,0.5,0.4,True,True,0.0
418,0.4,0.0,84.30000000000005,86.79999999999995,0.5,108.5,0.4,0.6,True,True,0.0
419,0.6,0.0,84.90000000000005,86.79999999999995,0.5,109.0,0.6,0.6,True,True,0.0
420,0.0,0.0,84.90000000000005,86.79999999999995,0.5,109.5,0.6,0.6,True,True,0.0
421,0.4,0.0,85.30000000000005,86.79999999999995,0.5,110.0,0.4,0.6,True,True,0.0
422,0.0,0.3,85.30000000000005,87.09999999999995,0.0,110.0,0.2,0.3,True,True,0.0
423,0.0,0.0,85.30000000000005,87.09999999999995,0.0,110.0,0.7,0.5,True,True,0.0
424,0.4,0.2,85.70000000000006,87.29999999999995,0.0,110.0,0.4,0.2,True,True,0.0
425,0.3,0.6,86.00000000000006,87.89999999999995,0.5,110.5,0.3,0.6,True,True,0.0
426,0.0,0.0,86.00000000000006,87.89999999999995,0.0,110.5,0.4,0.5,True,True,0.0
427,0.8,0.7,86.80000000000005,88.59999999999995,0.5,111.0,0.8,0.7,True,True,0.0
428,0.0,0.0,86.80000000000005,88.59999999999995,0.0,111.0,0.8,0.4,True,True,0.0
429,0.8,0.3,87.60000000000005,88.89999999999995,0.0,111.0,0.8,0.3,True,True,0.0
430,0.0,0.3,87.60000000000005,89.19999999999995,0.0,111.0,0.8,0.3,True,True,0.0
431,0.0,0.6,87.60000000000005,89.79999999999994,0.5,111.5,0.6,0.6,True,True,0.0
432,0.3,0.6,87.90000000000005,90.39999999999993,0.5,112.0,0.3,0.6,True,True,0.0
433,0.5,0.0,88.40000000000005,90.39999999999993,0.0,112.0,0.5,0.3,True,True,0.0
434,0.0,0.3,88.40000000000005,90.69999999999993,0.0,112.0,0.5,0.3,True,True,0.0
435,0.0,0.0,88.40000000000005,90.69999999999993,0.5,112.5,0.9,0.6,True,True,0.0
436,0.1,0.3,88.50000000000004,90.99999999999993,0.0,112.5,0.1,0.3,True,True,0.0
437,0.0,0.0,88.50000000000004,90.99999999999993,0.5,113.0,0.8,0.6,True,True,0.0
438,0.0,0.0,88.50000000000004,90.99999999999993,0.5,113.5,0.3,0.6,True,True,0.0
439,0.2,0.0,88.70000000000005,90.99999999999993,0.0,113.5,0.2,0.3,True,True,0.0
440,0.0,0.3,88.70000000000005,91.29999999999993,0.0,113.5,1.0,0.3,True,True,0.0
441,0.0,0.0,88.70000000000005,91.29999999999993,0.5,114.0,0.4,1.0,True,True,0.0
442,0.0,0.5,88.70000000000005,91.79999999999993,0.0,114.0,0.7,0.5,True,True,0.0
443,0.0,0.5,88.70000000000005,92.29999999999993,0.0,114.0,0.6,0.5,True,True,0.0
444,0.5,0.0,89.20000000000005,92.29999999999993,0.5,114.5,0.5,0.6,True,True,0.0
445,0.0,0.0,89.20000000000005,92.29999999999993,0.5,115.0,0.5,0.8,True,True,0.0
446,0.2,0.0,89.40000000000005,92.29999999999993,0.5,115.5,0.2,1.0,True,True,0.0
447,0.1,0.0,89.50000000000004,92.29999999999993,0.5,116.0,0.1,0.6,True,True,0.0
448,0.8,0.0,90.30000000000004,92.29999999999993,0.0,116.0,0.8,0.5,True,True,0.0
449,0.0,0.3,90.30000000000004,92.59999999999992,0.0,116.0,0.8,0.3,True,True,0.0
450,0.0,0.0,90.30000000000004,92.59999999999992,0.5,116.5,0.9,0.6,True,True,0.0
451,0.3,0.6,90.60000000000004,93.19999999999992,0.5,117.0,0.3,0.6,True,True,0.0
452,0.4,0.5,91.00000000000004,93.69999999999992,0.0,117.0,0.4,0.5,True,True,0.0
453,0.4,0.0,91.40000000000005,93.69999999999992,0.5,117.5,0.4,0.7,True,True,0.0
454,0.0,0.3,91.40000000000005,93.99999999999991,0.0,117.5,0.8,0.3,True,True,0.0
455,0.2,0.0,91.60000000000005,93.99999999999991,0.0,117.5,0.2,0.5,True,True,0.0
456,0.0,0.1,91.60000000000005,94.09999999999991,0.0,117.5,0.7,0.1,True,True,0.0
457,0.4,0.5,92.00000000000006,94.59999999999991,0.0,117.5,0.4,0.5,True,True,0.0
458,0.0,0.2,92.00000000000006,94.79999999999991,0.0,117.5,0.3,0.2,True,True,0.0
459,0.6,0.3,92.60000000000005,95.09999999999991,0.0,117.5,0.6,0.3,True,True,0.0
460,0.0,0.3,92.60000000000005,95.3999999999999,0.0,117.5,0.6,0.3,True,True,0.0
461,0.5,0.6,93.10000000000005,95.9999999999999,0.5,118.0,0.5,0.6,True,True,0.0
462,0.0,0.6,93.10000000000005,96.5999999999999,0.5,118.5,0.5,0.6,True,True,0.0
463,0.4,0.0,93.50000000000006,96.5999999999999,0.5,119.0,0.4,0.6,True,True,0.0
464,0.0,0.0,93.50000000000006,96.5999999999999,0.5,119.5,1.0,0.8,True,True,0.0
465,0.0,0.0,93.50000000000006,96.5999999999999,0.0,119.5,0.4,0.5,True,True,0.0
466,0.1,0.0,93.60000000000005,96.5999999999999,0.0,119.5,0.1,0.4,True,True,0.0
467,0.2,0.0,93.80000000000005,96.5999999999999,0.5,120.0,0.2,0.7,True,True,0.0
468,0.8,0.4,94.60000000000005,96.9999999999999,0.0,120.0,0.8,0.4,True,True,0.0
469,0.0,0.0,94.60000000000005,96.9999999999999,0.5,120.5,0.8,0.8,True,True,0.0
470,0.0,0.1,94.60000000000005,97.0999999999999,0.0,120.5,0.9,0.1,True,True,0.0
471,0.6,0.9,95.20000000000005,97.9999999999999,0.5,121.0,0.6,0.9,True,True,0.0
472,0.6,0.2,95.80000000000004,98.1999999999999,0.0,121.0,0.6,0.2,True,True,0.0
473,0.0,0.7,95.80000000000004,98.8999999999999,0.5,121.5,0.6,0.7,True,True,0.0
474,0.3,0.5,96.10000000000004,99.3999999999999,0.5,122.0,0.3,0.5,True,True,0.0
475,0.0,0.0,96.10000000000004,99.3999999999999,0.5,122.5,0.8,1.0,True,True,0.0
476,0.5,0.0,96.60000000000004,99.3999999999999,0.0,122.5,0.5,0.3,True,True,0.0
477,0.5,0.6,97.10000000000004,99.9999999999999,0.5,123.0,0.5,0.6,True,True,0.0
478,0.5,0.0,97.60000000000004,99.9999999999999,0.5,123.5,0.5,0.9,True,True,0.0
479,0.0,0.5,97.60000000000004,100.4999999999999,0.5,124.0,0.5,0.5,True,True,0.0
480,0.7,0.0,98.30000000000004,100.4999999999999,0.5,124.5,0.7,0.6,True,True,0.0
481,0.0,0.6,98.30000000000004,101.0999999999999,0.5,125.0,0.7,0.6,True,True,0.0
482,0.2,0.5,98.50000000000004,101.5999999999999,0.0,125.0,0.2,0.5,True,True,0.0
483,0.0,0.0,98.50000000000004,101.5999999999999,0.5,125.5,0.4,0.6,True,True,0.0
484,0.0,0.0,98.50000000000004,101.5999999999999,0.5,126.0,0.6,0.6,True,True,0.0
485,0.3,0.7,98.80000000000004,102.2999999999999,0.5,126.5,0.3,0.7,True,True,0.0
486,0.1,0.2,98.90000000000003,102.4999999999999,0.0,126.5,0.1,0.2,True,True,0.0
487,0.0,0.4,98.90000000000003,102.8999999999999,0.0,126.5,0.7,0.4,True,True,0.0
488,0.3,0.0,99.20000000000003,102.8999999999999,0.5,127.0,0.3,0.8,True,True,0.0
489,0.0,0.0,99.20000000000003,102.8999999999999,0.5,127.5,1.0,0.7,True,True,0.0
490,0.2,0.0,99.40000000000003,102.8999999999999,0.0,127.5,0.2,0.5,True,True,0.0
491,0.0,0.0,99.40000000000003,102.8999999999999,0.5,128.0,0.5,0.6,True,True,0.0
492,0.0,0.4,99.40000000000003,103.29999999999991,0.0,128.0,0.8,0.4,True,True,0.0
493,0.0,0.3,99.40000000000003,103.59999999999991,0.0,128.0,0.9,0.3,True,True,0.0
494,0.3,0.5,99.70000000000003,104.09999999999991,0.0,128.0,0.3,0.5,True,True,0.0
495,0.4,0.4,100.10000000000004,104.49999999999991,0.0,128.0,0.4,0.4,True,True,0.0
496,0.6,0.0,100.70000000000003,104.49999999999991,0.5,128.5,0.6,0.6,True,True,0.0
497,0.0,0.3,100.70000000000003,104.79999999999991,0.0,128.5,0.6,0.3,True,True,0.0
498,0.0,0.9,100.70000000000003,105.69999999999992,0.5,129.0,0.4,0.9,True,True,0.0
499,0.3,0.0,101.00000000000003,105.69999999999992,0.5,129.5,0.3,1.0,True,True,0.0
500,0.2,0.6,101.20000000000003,106.29999999999991,0.5,130.0,0.2,0.6,True,True,0.0
501,0.1,0.5,101.30000000000003,106.79999999999991,0.5,130.5,0.1,0.5,True,True,0.0
502,0.0,0.4,101.30000000000003,107.19999999999992,0.0,130.5,0.7,0.4,True,True,0.0
503,0.3,0.6,101.60000000000002,107.79999999999991,0.5,131.0,0.3,0.6,True,True,0.0
504,0.0,0.0,101.60000000000002,107.79999999999991,0.5,131.5,0.8,0.6,True,True,0.0
505,0.0,0.0,101.60000000000002,107.79999999999991,0.0,131.5,0.6,0.3,True,True,0.0
506,0.5,0.7,102.10000000000002,108.49999999999991,0.5,132.0,0.5,0.7,True,True,0.0
507,0.5,0.0,102.60000000000002,108.49999999999991,0.5,132.5,0.5,0.6,True,True,0.0
508,0.5,0.8,103.10000000000002,109.29999999999991,0.5,133.0,0.5,0.8,True,True,0.0
509,0.5,0.6,103.60000000000002,109.8999999999999,0.5,133.5,0.5,0.6,True,True,0.0
510,0.5,0.0,104.10000000000002,109.8999999999999,0.5,134.0,0.5,0.6,True,True,0.0
511,0.5,0.5,104.60000000000002,110.3999999999999,0.0,134.0,0.5,0.5,True,True,0.0
512,0.5,0.0,105.10000000000002,110.3999999999999,0.5,134.5,0.5,0.8,True,True,0.0
513,0.0,0.0,105.10000000000002,110.3999999999999,0.5,135.0,0.5,0.7,True,True,0.0
514,0.0,0.2,105.10000000000002,110.59999999999991,0.0,135.0,0.2,0.2,True,True,0.0
515,0.0,0.2,105.10000000000002,110.79999999999991,0.0,135.0,0.4,0.2,True,True,0.0
516,0.3,0.0,105.40000000000002,110.79999999999991,0.0,135.0,0.3,0.5,True,True,0.0
517,0.0,0.0,105.40000000000002,110.79999999999991,0.5,135.5,0.9,0.6,True,True,0.0
518,0.0,0.0,105.40000000000002,110.79999999999991,0.5,136.0,1.0,1.0,True,True,0.0
519,0.5,0.3,105.90000000000002,111.09999999999991,0.0,136.0,0.5,0.3,True,True,0.0
520,0.0,0.6,105.90000000000002,111.6999999999999,0.5,136.5,0.5,0.6,True,True,0.0
521,0.3,0.0,106.20000000000002,111.6999999999999,0.0,136.5,0.3,0.5,True,True,0.0
522,0.1,0.0,106.30000000000001,111.6999999999999,0.5,137.0,0.1,0.9,True,True,0.0
523,0.0,0.0,106.30000000000001,111.6999999999999,0.5,137.5,0.8,0.7,True,True,0.0
524,0.0,0.7,106.30000000000001,112.3999999999999,0.5,138.0,0.6,0.7,True,True,0.0
525,0.0,0.0,106.30000000000001,112.3999999999999,0.0,138.0,0.3,0.5,True,True,0.0
526,0.0,0.0,106.30000000000001,112.3999999999999,0.0,138.0,0.7,0.5,True,True,0.0
527,0.0,0.4,106.30000000000001,112.79999999999991,0.0,138.0,0.4,0.4,True,True,0.0
528,0.5,0.0,106.80000000000001,112.79999999999991,0.0,138.0,0.5,0.2,True,True,0.0
529,0.5,0.7,107.30000000000001,113.49999999999991,0.5,138.5,0.5,0.7,True,True,0.0
530,0.0,0.0,107.30000000000001,113.49999999999991,0.5,139.0,0.5,0.7,True,True,0.0
531,0.2,0.0,107.50000000000001,113.49999999999991,0.5,139.5,0.2,1.0,True,True,0.0
532,0.0,0.0,107.50000000000001,113.49999999999991,0.5,140.0,0.9,1.0,True,True,0.0
533,0.1,0.0,107.60000000000001,113.49999999999991,0.5,140.5,0.1,0.6,True,True,0.0
534,0.0,0.6,107.60000000000001,114.09999999999991,0.5,141.0,0.8,0.6,True,True,0.0
535,0.0,0.8,107.60000000000001,114.8999999999999,0.5,141.5,0.6,0.8,True,True,0.0
536,0.0,0.7,107.60000000000001,115.59999999999991,0.5,142.0,0.3,0.7,True,True,0.0
537,0.2,0.0,107.80000000000001,115.59999999999991,0.0,142.0,0.2,0.4,True,True,0.0
538,0.0,0.5,107.80000000000001,116.09999999999991,0.0,142.0,1.0,0.5,True,True,0.0
539,0.4,0.3,108.20000000000002,116.3999999999999,0.0,142.0,0.4,0.3,True,True,0.0
540,0.5,0.0,108.70000000000002,116.3999999999999,0.5,142.5,0.5,0.8,True,True,0.0
541,0.0,0.6,108.70000000000002,116.9999999999999,0.5,143.0,0.5,0.6,True,True,0.0
542,0.0,0.4,108.70000000000002,117.3999999999999,0.0,143.0,0.7,0.4,True,True,0.0
543,0.0,0.6,108.70000000000002,117.9999999999999,0.5,143.5,0.4,0.6,True,True,0.0
544,0.2,0.0,108.90000000000002,117.9999999999999,0.5,144.0,0.2,0.6,True,True,0.0
545,0.1,0.0,109.00000000000001,117.9999999999999,0.0,144.0,0.1,0.5,True,True,0.0
546,0.8,0.0,109.80000000000001,117.9999999999999,0.0,144.0,0.8,0.3,True,True,0.0
547,0.0,0.0,109.80000000000001,117.9999999999999,0.5,144.5,0.8,0.6,True,True,0.0
548,0.0,0.0,109.80000000000001,117.9999999999999,0.5,145.0,0.6,0.6,True,True,0.0
549,0.0,0.0,109.80000000000001,117.9999999999999,0.5,145.5,0.9,0.6,True,True,0.0
550,0.3,0.0,110.10000000000001,117.9999999999999,0.5,146.0,0.3,0.6,True,True,0.0
551,0.5,0.0,110.60000000000001,117.9999999999999,0.5,146.5,0.5,0.7,True,True,0.0
552,0.5,0.6,111.10000000000001,118.5999999999999,0.5,147.0,0.5,0.6,True,True,0.0
553,0.5,0.6,111.60000000000001,119.19999999999989,0.5,147.5,0.5,0.6,True,True,0.0
554,0.0,0.0,111.60000000000001,119.19999999999989,0.5,148.0,0.5,0.7,True,True,0.0
555,0.0,0.5,111.60000000000001,119.69999999999989,0.0,148.0,0.8,0.5,True,True,0.0
556,0.4,0.3,112.00000000000001,119.99999999999989,0.0,148.0,0.4,0.3,True,True,0.0
557,0.2,0.2,112.20000000000002,120.19999999999989,0.0,148.0,0.2,0.2,True,True,0.0
558,0.4,0.0,112.60000000000002,120.19999999999989,0.5,148.5,0.4,0.6,True,True,0.0
559,0.3,0.0,112.90000000000002,120.19999999999989,0.5,149.0,0.3,0.6,True,True,0.0
560,0.0,0.6,112.90000000000002,120.79999999999988,0.5,149.5,0.4,0.6,True,True,0.0
561,0.0,0.4,112.90000000000002,121.19999999999989,0.0,149.5,0.7,0.4,True,True,0.0
562,0.0,0.0,112.90000000000002,121.19999999999989,0.0,149.5,1.0,0.3,True,True,0.0
