round,ucb_reward,pd_reward,ucb_cumulative,pd_cumulative,optimal_reward,optimal_cumulative,ucb_price,pd_price,ucb_produced,pd_produced,pd_lambda
563,0.0,0.0,112.90000000000002,121.19999999999989,0.0,149.5,0.3,0.1,True,True,0.0
564,0.6,0.0,113.50000000000001,121.19999999999989,0.0,149.5,0.6,0.5,True,True,0.0
565,0.0,0.0,113.50000000000001,121.19999999999989,0.5,150.0,0.6,0.6,True,True,0.0
566,0.5,0.0,114.00000000000001,121.19999999999989,0.0,150.0,0.5,0.5,True,True,0.0
567,0.0,0.0,114.00000000000001,121.19999999999989,0.0,150.0,0.5,0.5,True,True,0.0
568,0.1,0.7,114.10000000000001,121.89999999999989,0.5,150.5,0.1,0.7,True,True,0.0
569,0.2,0.5,114.30000000000001,122.39999999999989,0.0,150.5,0.2,0.5,True,True,0.0
570,0.0,0.0,114.30000000000001,122.39999999999989,0.5,151.0,0.8,0.6,True,True,0.0
571,0.0,0.6,114.30000000000001,122.99999999999989,0.5,151.5,0.9,0.6,True,True,0.0
572,0.4,0.0,114.70000000000002,122.99999999999989,0.0,151.5,0.4,0.5,True,True,0.0
573,0.6,0.0,115.30000000000001,122.99999999999989,0.5,152.0,0.6,0.6,True,True,0.0
574,0.0,0.0,115.30000000000001,122.99999999999989,0.5,152.5,0.6,0.7,True,True,0.0
575,0.0,0.0,115.30000000000001,122.99999999999989,0.5,153.0,0.4,0.8,True,True,0.0
576,0.0,0.3,115.30000000000001,123.29999999999988,0.0,153.0,0.2,0.3,True,True,0.0
577,0.5,0.0,115.80000000000001,123.29999999999988,0.5,153.5,0.5,0.8,True,True,0.0
578,0.5,0.0,116.30000000000001,123.29999999999988,0.0,153.5,0.5,0.6,True,True,0.0
579,0.5,0.4,116.80000000000001,123.69999999999989,0.0,153.5,0.5,0.4,True,True,0.0
580,0.0,0.0,116.80000000000001,123.69999999999989,0.0,153.5,0.5,0.5,True,True,0.0
581,0.0,0.0,116.80000000000001,123.69999999999989,0.5,154.0,0.7,0.9,True,True,0.0
582,0.3,0.0,117.10000000000001,123.69999999999989,0.0,154.0,0.3,0.6,True,True,0.0
583,0.1,0.0,117.2,123.69999999999989,0.0,154.0,0.1,0.5,True,True,0.0
584,0.8,0.0,118.0,123.69999999999989,0.5,154.5,0.8,0.6,True,True,0.0
585,0.0,0.4,118.0,124.0999999999999,0.0,154.5,0.8,0.4,True,True,0.0
586,0.6,0.0,118.6,124.0999999999999,0.0,154.5,0.6,0.3,True,True,0.0
587,0.0,0.3,118.6,124.39999999999989,0.0,154.5,0.6,0.3,True,True,0.0
588,0.3,0.0,118.89999999999999,124.39999999999989,0.0,154.5,0.3,0.3,True,True,0.0
589,0.0,0.3,118.89999999999999,124.69999999999989,0.0,154.5,0.8,0.3,True,True,0.0
590,0.0,0.3,118.89999999999999,124.99999999999989,0.0,154.5,1.0,0.3,True,True,0.0
591,0.5,0.6,119.39999999999999,125.59999999999988,0.5,155.0,0.5,0.6,True,True,0.0
592,0.0,0.4,119.39999999999999,125.99999999999989,0.0,155.0,0.5,0.4,True,True,0.0
593,0.0,0.5,119.39999999999999,126.49999999999989,0.0,155.0,0.3,0.5,True,True,0.0
594,0.4,0.0,119.8,126.49999999999989,0.5,155.5,0.4,0.7,True,True,0.0
595,0.4,0.5,120.2,126.99999999999989,0.0,155.5,0.4,0.5,True,True,0.0
596,0.0,0.0,120.2,126.99999999999989,0.5,156.0,0.9,0.6,True,True,0.0
597,0.0,0.4,120.2,127.39999999999989,0.0,156.0,0.4,0.4,True,True,0.0
598,0.0,0.0,120.2,127.39999999999989,0.0,156.0,0.2,0.4,True,True,0.0
599,0.6,0.0,120.8,127.39999999999989,0.0,156.0,0.6,0.2,True,True,0.0
600,0.0,0.4,120.8,127.7999999999999,0.0,156.0,0.6,0.4,True,True,0.0
601,0.1,0.0,120.89999999999999,127.7999999999999,0.0,156.0,0.1,0.4,True,True,0.0
602,0.0,0.4,120.89999999999999,128.1999999999999,0.0,156.0,0.7,0.4,True,True,0.0
603,0.0,0.3,120.89999999999999,128.49999999999991,0.0,156.0,0.5,0.3,True,True,0.0
604,0.0,0.0,120.89999999999999,128.49999999999991,0.0,156.0,0.8,0.3,True,True,0.0
605,0.0,0.5,120.89999999999999,128.99999999999991,0.0,156.0,0.6,0.5,True,True,0.0
606,0.0,0.0,120.89999999999999,128.99999999999991,0.0,156.0,0.3,0.4,True,True,0.0
607,0.4,0.0,121.3,128.99999999999991,0.0,156.0,0.4,0.5,True,True,0.0
608,0.0,0.5,121.3,129.49999999999991,0.5,156.5,0.4,0.5,True,True,0.0
609,0.2,0.0,121.5,129.49999999999991,0.5,157.0,0.2,0.6,True,True,0.0
610,0.0,0.2,121.5,129.6999999999999,0.0,157.0,0.9,0.2,True,True,0.0
611,0.0,0.0,121.5,129.6999999999999,0.5,157.5,1.0,0.6,True,True,0.0
612,0.1,0.0,121.6,129.6999999999999,0.5,158.0,0.1,0.6,True,True,0.0
613,0.0,0.3,121.6,129.99999999999991,0.0,158.0,0.5,0.3,True,True,0.0
614,0.0,0.0,121.6,129.99999999999991,0.5,158.5,0.8,0.7,True,True,0.0
615,0.0,0.0,121.6,129.99999999999991,0.5,159.0,0.7,0.7,True,True,0.0
616,0.6,0.3,122.19999999999999,130.29999999999993,0.0,159.0,0.6,0.3,True,True,0.0
617,0.6,0.0,122.79999999999998,130.29999999999993,0.0,159.0,0.6,0.4,True,True,0.0
618,0.0,0.6,122.79999999999998,130.89999999999992,0.5,159.5,0.6,0.6,True,True,0.0
619,0.3,0.0,123.09999999999998,130.89999999999992,0.5,160.0,0.3,0.6,True,True,0.0
620,0.2,0.4,123.29999999999998,131.29999999999993,0.0,160.0,0.2,0.4,True,True,0.0
621,0.0,0.4,123.29999999999998,131.69999999999993,0.0,160.0,0.6,0.4,True,True,0.0
622,0.4,0.0,123.69999999999999,131.69999999999993,0.0,160.0,0.4,0.5,True,True,0.0
623,0.4,0.5,124.1,132.19999999999993,0.0,160.0,0.4,0.5,True,True,0.0
624,0.0,0.0,124.1,132.19999999999993,0.5,160.5,0.3,0.6,True,True,0.0
625,0.4,0.5,124.5,132.69999999999993,0.0,160.5,0.4,0.5,True,True,0.0
626,0.0,0.0,124.5,132.69999999999993,0.0,160.5,0.5,0.5,True,True,0.0
627,0.4,0.6,124.9,133.29999999999993,0.5,161.0,0.4,0.6,True,True,0.0
628,0.0,0.2,124.9,133.49999999999991,0.0,161.0,0.1,0.2,True,True,0.0
629,0.4,0.0,125.30000000000001,133.49999999999991,0.0,161.0,0.4,0.4,True,True,0.0
630,0.0,0.6,125.30000000000001,134.0999999999999,0.5,161.5,0.8,0.6,True,True,0.0
631,0.2,0.7,125.50000000000001,134.7999999999999,0.5,162.0,0.2,0.7,True,True,0.0
632,0.4,0.0,125.90000000000002,134.7999999999999,0.5,162.5,0.4,0.5,True,True,0.0
633,0.4,0.0,126.30000000000003,134.7999999999999,0.5,163.0,0.4,0.6,True,True,0.0
634,0.9,0.3,127.20000000000003,135.0999999999999,0.0,163.0,0.9,0.3,True,True,0.0
635,0.0,0.5,127.20000000000003,135.5999999999999,0.0,163.0,0.9,0.5,True,True,0.0
636,0.0,0.5,127.20000000000003,136.0999999999999,0.5,163.5,0.9,0.5,True,True,0.0
637,0.0,0.4,127.20000000000003,136.49999999999991,0.0,163.5,0.4,0.4,True,True,0.0
638,0.7,0.4,127.90000000000003,136.89999999999992,0.0,163.5,0.7,0.4,True,True,0.0
639,0.7,0.5,128.60000000000002,137.39999999999992,0.0,163.5,0.7,0.5,True,True,0.0
640,0.0,0.2,128.60000000000002,137.5999999999999,0.0,163.5,0.7,0.2,True,True,0.0
641,0.7,0.0,129.3,137.5999999999999,0.0,163.5,0.7,0.4,True,True,0.0
642,0.0,0.4,129.3,137.99999999999991,0.0,163.5,0.7,0.4,True,True,0.0
643,0.0,0.4,129.3,138.39999999999992,0.0,163.5,0.7,0.4,True,True,0.0
644,0.0,0.0,129.3,138.39999999999992,0.0,163.5,1.0,0.3,True,True,0.0
645,0.6,0.0,129.9,138.39999999999992,0.5,164.0,0.6,0.7,True,True,0.0
646,0.0,0.6,129.9,138.99999999999991,0.5,164.5,0.6,0.6,True,True,0.0
647,0.2,0.0,130.1,138.99999999999991,0.5,165.0,0.2,0.6,True,True,0.0
648,0.5,0.0,130.6,138.99999999999991,0.5,165.5,0.5,0.6,True,True,0.0
649,0.5,0.0,131.1,138.99999999999991,0.0,165.5,0.5,0.5,True,True,0.0
650,0.0,0.0,131.1,138.99999999999991,0.0,165.5,0.5,0.3,True,True,0.0
651,0.3,0.0,131.4,138.99999999999991,0.5,166.0,0.3,0.5,True,True,0.0
652,0.0,0.0,131.4,138.99999999999991,0.5,166.5,0.8,0.6,True,True,0.0
653,0.0,0.0,131.4,138.99999999999991,0.5,167.0,0.9,0.6,True,True,0.0
654,0.0,0.5,131.4,139.49999999999991,0.0,167.0,0.6,0.5,True,True,0.0
655,0.3,0.3,131.70000000000002,139.79999999999993,0.0,167.0,0.3,0.3,True,True,0.0
656,0.4,0.4,132.10000000000002,140.19999999999993,0.0,167.0,0.4,0.4,True,True,0.0
657,0.0,0.5,132.10000000000002,140.69999999999993,0.0,167.0,0.7,0.5,True,True,0.0
658,0.2,0.0,132.3,140.69999999999993,0.5,167.5,0.2,0.6,True,True,0.0
659,0.4,0.6,132.70000000000002,141.29999999999993,0.5,168.0,0.4,0.6,True,True,0.0
660,0.1,0.0,132.8,141.29999999999993,0.0,168.0,0.1,0.5,True,True,0.0
661,0.5,0.0,133.3,141.29999999999993,0.5,168.5,0.5,1.0,True,True,0.0
662,0.5,0.0,133.8,141.29999999999993,0.5,169.0,0.5,0.6,True,True,0.0
663,0.0,0.4,133.8,141.69999999999993,0.0,169.0,0.5,0.4,True,True,0.0
664,0.4,0.3,134.20000000000002,141.99999999999994,0.0,169.0,0.4,0.3,True,True,0.0
665,0.3,0.0,134.50000000000003,141.99999999999994,0.0,169.0,0.3,0.3,True,True,0.0
666,0.0,0.0,134.50000000000003,141.99999999999994,0.0,169.0,0.4,0.4,True,True,0.0
667,0.3,0.4,134.80000000000004,142.39999999999995,0.0,169.0,0.3,0.4,True,True,0.0
668,0.0,0.4,134.80000000000004,142.79999999999995,0.0,169.0,0.2,0.4,True,True,0.0
669,0.8,0.0,135.60000000000005,142.79999999999995,0.0,169.0,0.8,0.4,True,True,0.0
670,0.0,0.4,135.60000000000005,143.19999999999996,0.0,169.0,0.8,0.4,True,True,0.0
671,0.6,0.0,136.20000000000005,143.19999999999996,0.5,169.5,0.6,0.7,True,True,0.0
672,0.6,0.3,136.80000000000004,143.49999999999997,0.0,169.5,0.6,0.3,True,True,0.0
673,0.6,0.0,137.40000000000003,143.49999999999997,0.5,170.0,0.6,0.5,True,True,0.0
674,0.6,0.5,138.00000000000003,143.99999999999997,0.0,170.0,0.6,0.5,True,True,0.0
675,0.0,0.0,138.00000000000003,143.99999999999997,0.5,170.5,0.6,0.9,True,True,0.0
676,0.0,0.3,138.00000000000003,144.29999999999998,0.0,170.5,0.6,0.3,True,True,0.0
677,0.3,0.0,138.30000000000004,144.29999999999998,0.0,170.5,0.3,0.5,True,True,0.0
678,0.0,0.0,138.30000000000004,144.29999999999998,0.5,171.0,0.5,0.9,True,True,0.0
679,0.0,0.0,138.30000000000004,144.29999999999998,0.5,171.5,1.0,0.7,True,True,0.0
680,0.0,0.0,138.30000000000004,144.29999999999998,0.5,172.0,0.8,0.6,True,True,0.0
681,0.3,0.4,138.60000000000005,144.7,0.0,172.0,0.3,0.4,True,True,0.0
682,0.4,0.0,139.00000000000006,144.7,0.0,172.0,0.4,0.4,True,True,0.0
683,0.1,0.0,139.10000000000005,144.7,0.5,172.5,0.1,0.6,True,True,0.0
684,0.0,0.0,139.10000000000005,144.7,0.5,173.0,0.9,0.7,True,True,0.0
685,0.7,0.0,139.80000000000004,144.7,0.5,173.5,0.7,0.5,True,True,0.0
686,0.7,0.0,140.50000000000003,144.7,0.5,174.0,0.7,0.5,True,True,0.0
687,0.0,0.4,140.50000000000003,145.1,0.0,174.0,0.7,0.4,True,True,0.0
688,0.0,0.0,140.50000000000003,145.1,0.5,174.5,0.7,0.6,True,True,0.0
689,0.4,0.4,140.90000000000003,145.5,0.0,174.5,0.4,0.4,True,True,0.0
690,0.0,0.4,140.90000000000003,145.9,0.0,174.5,0.4,0.4,True,True,0.0
691,0.0,0.5,140.90000000000003,146.4,0.0,174.5,0.6,0.5,True,True,0.0
692,0.3,0.0,141.20000000000005,146.4,0.5,175.0,0.3,0.5,True,True,0.0
693,0.0,0.4,141.20000000000005,146.8,0.0,175.0,0.3,0.4,True,True,0.0
694,0.0,0.3,141.20000000000005,147.10000000000002,0.0,175.0,0.5,0.3,True,True,0.0
695,0.0,0.0,141.20000000000005,147.10000000000002,0.5,175.5,0.2,0.6,True,True,0.0
696,0.0,0.4,141.20000000000005,147.50000000000003,0.0,175.5,0.8,0.4,True,True,0.0
697,0.0,0.0,141.20000000000005,147.50000000000003,0.5,176.0,0.7,0.5,True,True,0.0
698,0.1,0.3,141.30000000000004,147.80000000000004,0.0,176.0,0.1,0.3,True,True,0.0
699,0.4,0.5,141.70000000000005,148.30000000000004,0.0,176.0,0.4,0.5,True,True,0.0
700,0.6,0.5,142.30000000000004,148.80000000000004,0.5,176.5,0.6,0.5,True,True,0.0
701,0.0,0.3,142.30000000000004,149.10000000000005,0.0,176.5,0.6,0.3,True,True,0.0
702,0.0,0.0,142.30000000000004,149.10000000000005,0.0,176.5,0.4,0.4,True,True,0.0
703,0.0,0.0,142.30000000000004,149.10000000000005,0.0,176.5,0.9,0.3,True,True,0.0
704,0.0,0.3,142.30000000000004,149.40000000000006,0.0,176.5,1.0,0.3,True,True,0.0
705,0.0,0.0,142.30000000000004,149.40000000000006,0.5,177.0,0.5,1.0,True,True,0.0
706,0.3,0.0,142.60000000000005,149.40000000000006,0.0,177.0,0.3,0.4,True,True,0.0
707,0.0,0.0,142.60000000000005,149.40000000000006,0.5,177.5,0.6,0.6,True,True,0.0
708,0.0,0.0,142.60000000000005,149.40000000000006,0.0,177.5,0.8,0.4,True,True,0.0
709,0.0,0.0,142.60000000000005,149.40000000000006,0.5,178.0,0.7,0.6,True,True,0.0
710,0.0,0.6,142.60000000000005,150.00000000000006,0.5,178.5,0.3,0.6,True,True,0.0
711,0.0,0.5,142.60000000000005,150.50000000000006,0.5,179.0,0.2,0.5,True,True,0.0
712,0.4,0.0,143.00000000000006,150.50000000000006,0.0,179.0,0.4,0.5,True,True,0.0
713,0.1,0.0,143.10000000000005,150.50000000000006,0.0,179.0,0.1,0.5,True,True,0.0
714,0.0,0.0,143.10000000000005,150.50000000000006,0.0,179.0,0.4,0.4,True,True,0.0
715,0.5,0.0,143.60000000000005,150.50000000000006,0.5,179.5,0.5,0.7,True,True,0.0
716,0.0,0.6,143.60000000000005,151.10000000000005,0.5,180.0,0.5,0.6,True,True,0.0
717,0.6,0.8,144.20000000000005,151.90000000000006,0.5,180.5,0.6,0.8,True,True,0.0
718,0.6,0.3,144.80000000000004,152.20000000000007,0.0,180.5,0.6,0.3,True,True,0.0
719,0.0,0.0,144.80000000000004,152.20000000000007,0.5,181.0,0.6,0.6,True,True,0.0
720,0.0,0.8,144.80000000000004,153.00000000000009,0.5,181.5,0.8,0.8,True,True,0.0
721,0.0,0.4,144.80000000000004,153.4000000000001,0.0,181.5,0.9,0.4,True,True,0.0
722,0.0,0.3,144.80000000000004,153.7000000000001,0.0,181.5,0.6,0.3,True,True,0.0
723,0.0,0.0,144.80000000000004,153.7000000000001,0.5,182.0,0.3,0.6,True,True,0.0
724,0.4,0.0,145.20000000000005,153.7000000000001,0.5,182.5,0.4,0.5,True,True,0.0
725,0.0,0.0,145.20000000000005,153.7000000000001,0.5,183.0,0.4,0.6,True,True,0.0
726,0.0,0.0,145.20000000000005,153.7000000000001,0.0,183.0,0.7,0.3,True,True,0.0
727,0.0,0.0,145.20000000000005,153.7000000000001,0.5,183.5,1.0,0.6,True,True,0.0
728,0.5,0.0,145.70000000000005,153.7000000000001,0.0,183.5,0.5,0.4,True,True,0.0
729,0.5,0.3,146.20000000000005,154.0000000000001,0.0,183.5,0.5,0.3,True,True,0.0
730,0.0,0.3,146.20000000000005,154.30000000000013,0.0,183.5,0.5,0.3,True,True,0.0
731,0.2,0.0,146.40000000000003,154.30000000000013,0.5,184.0,0.2,0.6,True,True,0.0
732,0.1,0.0,146.50000000000003,154.30000000000013,0.5,184.5,0.1,0.6,True,True,0.0
733,0.0,0.5,146.50000000000003,154.80000000000013,0.5,185.0,0.8,0.5,True,True,0.0
734,0.0,0.4,146.50000000000003,155.20000000000013,0.0,185.0,0.6,0.4,True,True,0.0
735,0.2,0.7,146.70000000000002,155.90000000000012,0.5,185.5,0.2,0.7,True,True,0.0
736,0.0,0.5,146.70000000000002,156.40000000000012,0.0,185.5,0.5,0.5,True,True,0.0
737,0.0,0.0,146.70000000000002,156.40000000000012,0.5,186.0,0.4,0.6,True,True,0.0
738,0.3,0.5,147.00000000000003,156.90000000000012,0.0,186.0,0.3,0.5,True,True,0.0
739,0.0,0.0,147.00000000000003,156.90000000000012,0.0,186.0,0.9,0.5,True,True,0.0
740,0.1,0.0,147.10000000000002,156.90000000000012,0.0,186.0,0.1,0.5,True,True,0.0
741,0.3,0.0,147.40000000000003,156.90000000000012,0.0,186.0,0.3,0.4,True,True,0.0
742,0.7,0.0,148.10000000000002,156.90000000000012,0.5,186.5,0.7,0.6,True,True,0.0
743,0.0,0.0,148.10000000000002,156.90000000000012,0.5,187.0,0.7,0.5,True,True,0.0
744,0.2,0.4,148.3,157.30000000000013,0.0,187.0,0.2,0.4,True,True,0.0
745,0.3,0.7,148.60000000000002,158.0000000000001,0.5,187.5,0.3,0.7,True,True,0.0
746,0.0,0.5,148.60000000000002,158.5000000000001,0.0,187.5,0.7,0.5,True,True,0.0
747,0.0,0.0,148.60000000000002,158.5000000000001,0.5,188.0,0.6,0.5,True,True,0.0
748,0.5,0.7,149.10000000000002,159.2000000000001,0.5,188.5,0.5,0.7,True,True,0.0
749,0.0,0.6,149.10000000000002,159.8000000000001,0.5,189.0,0.5,0.6,True,True,0.0
750,0.0,0.3,149.10000000000002,160.1000000000001,0.0,189.0,0.8,0.3,True,True,0.0
751,0.0,0.0,149.10000000000002,160.1000000000001,0.5,189.5,1.0,0.8,True,True,0.0
752,0.0,0.0,149.10000000000002,160.1000000000001,0.5,190.0,0.3,0.6,True,True,0.0
753,0.0,0.0,149.10000000000002,160.1000000000001,0.0,190.0,0.4,0.4,True,True,0.0
754,0.2,0.3,149.3,160.40000000000012,0.0,190.0,0.2,0.3,True,True,0.0
755,0.1,0.0,149.4,160.40000000000012,0.5,190.5,0.1,0.6,True,True,0.0
756,0.5,0.0,149.9,160.40000000000012,0.5,191.0,0.5,0.6,True,True,0.0
757,0.0,0.5,149.9,160.90000000000012,0.5,191.5,0.5,0.5,True,True,0.0
758,0.0,0.7,149.9,161.6000000000001,0.5,192.0,0.9,0.7,True,True,0.0
759,0.2,0.0,150.1,161.6000000000001,0.5,192.5,0.2,0.6,True,True,0.0
760,0.0,0.0,150.1,161.6000000000001,0.0,192.5,0.6,0.3,True,True,0.0
761,0.8,0.0,150.9,161.6000000000001,0.0,192.5,0.8,0.4,True,True,0.0
762,0.0,0.4,150.9,162.0000000000001,0.0,192.5,0.8,0.4,True,True,0.0
763,0.4,0.0,151.3,162.0000000000001,0.5,193.0,0.4,0.6,True,True,0.0
764,0.0,0.0,151.3,162.0000000000001,0.0,193.0,0.7,0.2,True,True,0.0
765,0.0,0.5,151.3,162.5000000000001,0.5,193.5,0.8,0.5,True,True,0.0
766,0.4,0.0,151.70000000000002,162.5000000000001,0.5,194.0,0.4,0.6,True,True,0.0
767,0.3,0.0,152.00000000000003,162.5000000000001,0.5,194.5,0.3,0.7,True,True,0.0
768,0.0,0.4,152.00000000000003,162.90000000000012,0.0,194.5,0.4,0.4,True,True,0.0
769,0.2,0.6,152.20000000000002,163.5000000000001,0.5,195.0,0.2,0.6,True,True,0.0
770,0.0,0.0,152.20000000000002,163.5000000000001,0.0,195.0,0.5,0.3,True,True,0.0
771,0.3,0.0,152.50000000000003,163.5000000000001,0.5,195.5,0.3,0.7,True,True,0.0
772,0.1,0.3,152.60000000000002,163.80000000000013,0.0,195.5,0.1,0.3,True,True,0.0
773,0.3,0.0,152.90000000000003,163.80000000000013,0.0,195.5,0.3,0.5,True,True,0.0
774,0.6,0.0,153.50000000000003,163.80000000000013,0.5,196.0,0.6,0.6,True,True,0.0
775,0.0,0.3,153.50000000000003,164.10000000000014,0.0,196.0,0.6,0.3,True,True,0.0
776,0.0,0.0,153.50000000000003,164.10000000000014,0.0,196.0,1.0,0.4,True,True,0.0
777,0.2,0.0,153.70000000000002,164.10000000000014,0.5,196.5,0.2,0.6,True,True,0.0
778,0.0,0.0,153.70000000000002,164.10000000000014,0.5,197.0,0.3,0.6,True,True,0.0
779,0.4,0.0,154.10000000000002,164.10000000000014,0.5,197.5,0.4,0.6,True,True,0.0
780,0.0,0.0,154.10000000000002,164.10000000000014,0.5,198.0,0.8,0.6,True,True,0.0
781,0.4,0.5,154.50000000000003,164.60000000000014,0.5,198.5,0.4,0.5,True,True,0.0
782,0.0,0.4,154.50000000000003,165.00000000000014,0.0,198.5,0.9,0.4,True,True,0.0
783,0.4,0.4,154.90000000000003,165.40000000000015,0.0,198.5,0.4,0.4,True,True,0.0
784,0.0,0.4,154.90000000000003,165.80000000000015,0.0,198.5,0.7,0.4,True,True,0.0
785,0.4,0.0,155.30000000000004,165.80000000000015,0.5,199.0,0.4,0.7,True,True,0.0
786,0.6,0.5,155.90000000000003,166.30000000000015,0.5,199.5,0.6,0.5,True,True,0.0
787,0.6,0.0,156.50000000000003,166.30000000000015,0.0,199.5,0.6,0.5,True,True,0.0
788,0.0,0.5,156.50000000000003,166.80000000000015,0.0,199.5,0.6,0.5,True,True,0.0
789,0.4,0.8,156.90000000000003,167.60000000000016,0.5,200.0,0.4,0.8,True,True,0.0
790,0.0,0.3,156.90000000000003,167.90000000000018,0.0,200.0,0.5,0.3,True,True,0.0
791,0.4,0.5,157.30000000000004,168.40000000000018,0.5,200.5,0.4,0.5,True,True,0.0
792,0.4,0.5,157.70000000000005,168.90000000000018,0.5,201.0,0.4,0.5,True,True,0.0
793,0.6,0.0,158.30000000000004,168.90000000000018,0.5,201.5,0.6,0.5,True,True,0.0
794,0.0,0.2,158.30000000000004,169.10000000000016,0.0,201.5,0.6,0.2,True,True,0.0
795,0.0,0.0,158.30000000000004,169.10000000000016,0.5,202.0,0.4,0.7,True,True,0.0
796,0.2,0.0,158.50000000000003,169.10000000000016,0.5,202.5,0.2,0.8,True,True,0.0
797,0.0,0.5,158.50000000000003,169.60000000000016,0.5,203.0,0.1,0.5,True,True,0.0
798,0.0,0.6,158.50000000000003,170.20000000000016,0.5,203.5,0.6,0.6,True,True,0.0
799,0.0,0.0,158.50000000000003,170.20000000000016,0.5,204.0,0.3,0.7,True,True,0.0
800,0.8,0.6,159.30000000000004,170.80000000000015,0.5,204.5,0.8,0.6,True,True,0.0
801,0.0,0.4,159.30000000000004,171.20000000000016,0.0,204.5,0.8,0.4,True,True,0.0
802,0.0,0.5,159.30000000000004,171.70000000000016,0.5,205.0,0.8,0.5,True,True,0.0
803,0.2,0.5,159.50000000000003,172.20000000000016,0.5,205.5,0.2,0.5,True,True,0.0
804,0.0,0.5,159.50000000000003,172.70000000000016,0.0,205.5,0.5,0.5,True,True,0.0
805,0.4,0.6,159.90000000000003,173.30000000000015,0.5,206.0,0.4,0.6,True,True,0.0
806,0.0,0.0,159.90000000000003,173.30000000000015,0.5,206.5,0.7,0.8,True,True,0.0
807,0.0,0.0,159.90000000000003,173.30000000000015,0.5,207.0,0.4,0.7,True,True,0.0
808,0.0,0.0,159.90000000000003,173.30000000000015,0.0,207.0,1.0,0.5,True,True,0.0
809,0.0,0.3,159.90000000000003,173.60000000000016,0.0,207.0,0.9,0.3,True,True,0.0
810,0.2,0.0,160.10000000000002,173.60000000000016,0.5,207.5,0.2,1.0,True,True,0.0
811,0.6,0.0,160.70000000000002,173.60000000000016,0.5,208.0,0.6,0.7,True,True,0.0
812,0.0,0.3,160.70000000000002,173.90000000000018,0.0,208.0,0.6,0.3,True,True,0.0
813,0.0,0.0,160.70000000000002,173.90000000000018,0.5,208.5,0.3,0.7,True,True,0.0
814,0.0,0.0,160.70000000000002,173.90000000000018,0.5,209.0,0.5,0.7,True,True,0.0
815,0.1,0.5,160.8,174.40000000000018,0.5,209.5,0.1,0.5,True,True,0.0
816,0.0,0.0,160.8,174.40000000000018,0.5,210.0,0.8,0.5,True,True,0.0
817,0.4,0.0,161.20000000000002,174.40000000000018,0.0,210.0,0.4,0.5,True,True,0.0
818,0.2,0.0,161.4,174.40000000000018,0.0,210.0,0.2,0.3,True,True,0.0
819,0.0,0.0,161.4,174.40000000000018,0.0,210.0,0.4,0.4,True,True,0.0
820,0.0,0.6,161.4,175.00000000000017,0.5,210.5,0.6,0.6,True,True,0.0
821,0.0,0.1,161.4,175.10000000000016,0.0,210.5,0.7,0.1,True,True,0.0
822,0.2,0.4,161.6,175.50000000000017,0.0,210.5,0.2,0.4,True,True,0.0
823,0.0,0.0,161.6,175.50000000000017,0.0,210.5,0.9,0.5,True,True,0.0
824,0.5,0.0,162.1,175.50000000000017,0.5,211.0,0.5,0.5,True,True,0.0
825,0.5,0.7,162.6,176.20000000000016,0.5,211.5,0.5,0.7,True,True,0.0
826,0.0,0.5,162.6,176.70000000000016,0.0,211.5,0.5,0.5,True,True,0.0
827,0.3,0.0,162.9,176.70000000000016,0.0,211.5,0.3,0.5,True,True,0.0
828,0.0,0.0,162.9,176.70000000000016,0.5,212.0,0.8,0.6,True,True,0.0
829,0.1,0.0,163.0,176.70000000000016,0.0,212.0,0.1,0.5,True,True,0.0
830,0.4,0.4,163.4,177.10000000000016,0.0,212.0,0.4,0.4,True,True,0.0
831,0.0,0.5,163.4,177.60000000000016,0.0,212.0,1.0,0.5,True,True,0.0
832,0.4,0.0,163.8,177.60000000000016,0.0,212.0,0.4,0.3,True,True,0.0
833,0.6,0.0,164.4,177.60000000000016,0.0,212.0,0.6,0.4,True,True,0.0
834,0.6,0.0,165.0,177.60000000000016,0.0,212.0,0.6,0.5,True,True,0.0
835,0.6,0.5,165.6,178.10000000000016,0.0,212.0,0.6,0.5,True,True,0.0
836,0.0,0.7,165.6,178.80000000000015,0.5,212.5,0.6,0.7,True,True,0.0
837,0.0,0.0,165.6,178.80000000000015,0.0,212.5,0.6,0.5,True,True,0.0
838,0.4,0.5,166.0,179.30000000000015,0.5,213.0,0.4,0.5,True,True,0.0
839,0.0,0.0,166.0,179.30000000000015,0.5,213.5,0.3,0.6,True,True,0.0
840,0.0,0.1,166.0,179.40000000000015,0.0,213.5,0.4,0.1,True,True,0.0
841,0.2,0.6,166.2,180.00000000000014,0.5,214.0,0.2,0.6,True,True,0.0
842,0.0,0.4,166.2,180.40000000000015,0.0,214.0,0.5,0.4,True,True,0.0
843,0.0,0.8,166.2,181.20000000000016,0.5,214.5,0.7,0.8,True,True,0.0
844,0.6,0.4,166.79999999999998,181.60000000000016,0.0,214.5,0.6,0.4,True,True,0.0
845,0.0,0.0,166.79999999999998,181.60000000000016,0.0,214.5,0.6,0.5,True,True,0.0
846,0.0,0.3,166.79999999999998,181.90000000000018,0.0,214.5,0.2,0.3,True,True,0.0
847,0.0,0.0,166.79999999999998,181.90000000000018,0.5,215.0,0.8,1.0,True,True,0.0
848,0.4,0.5,167.2,182.40000000000018,0.5,215.5,0.4,0.5,True,True,0.0
