round,ucb_reward,pd_reward,ucb_cumulative,pd_cumulative,ucb_price,pd_price,ucb_produced,pd_produced,pd_lambda
603,0.2,0.3,96.99999999999997,119.60000000000016,0.2,0.3,True,True,0.0
604,0.3,0.0,97.29999999999997,119.60000000000016,0.3,0.4,True,True,0.0
605,0.4,0.3,97.69999999999997,119.90000000000016,0.4,0.3,True,True,0.0
606,0.4,0.3,98.09999999999998,120.20000000000016,0.4,0.3,True,True,0.0
607,0.0,0.4,98.09999999999998,120.60000000000016,0.8,0.4,True,True,0.0
608,0.0,0.4,98.09999999999998,121.00000000000017,0.9,0.4,True,True,0.0
609,0.0,0.1,98.09999999999998,121.10000000000016,1.0,0.1,True,True,0.0
610,0.5,0.4,98.59999999999998,121.50000000000017,0.5,0.4,True,True,0.0
611,0.0,0.7,98.59999999999998,122.20000000000017,0.5,0.7,True,True,0.0
612,0.0,0.4,98.59999999999998,122.60000000000018,0.7,0.4,True,True,0.0
613,0.4,0.0,98.99999999999999,122.60000000000018,0.4,0.4,True,True,0.0
614,0.0,0.3,98.99999999999999,122.90000000000018,0.6,0.3,True,True,0.0
615,0.2,0.0,99.19999999999999,122.90000000000018,0.2,0.6,True,True,0.0
616,0.0,0.4,99.19999999999999,123.30000000000018,0.4,0.4,True,True,0.0
617,0.3,0.4,99.49999999999999,123.70000000000019,0.3,0.4,True,True,0.0
618,0.1,0.4,99.59999999999998,124.1000000000002,0.1,0.4,True,True,0.0
619,0.0,0.3,99.59999999999998,124.40000000000019,0.3,0.3,True,True,0.0
620,0.2,0.3,99.79999999999998,124.70000000000019,0.2,0.3,True,True,0.0
621,0.0,0.4,99.79999999999998,125.1000000000002,0.5,0.4,True,True,0.0
622,0.4,0.5,100.19999999999999,125.6000000000002,0.4,0.5,True,True,0.0
623,0.4,0.0,100.6,125.6000000000002,0.4,0.4,True,True,0.0
624,0.4,0.5,101.0,126.1000000000002,0.4,0.5,True,True,0.0
625,0.6,0.4,101.6,126.5000000000002,0.6,0.4,True,True,0.0
626,0.6,0.4,102.19999999999999,126.9000000000002,0.6,0.4,True,True,0.0
627,0.0,0.0,102.19999999999999,126.9000000000002,0.6,0.8,True,True,0.0
628,0.0,0.4,102.19999999999999,127.30000000000021,0.6,0.4,True,True,0.0
629,0.4,0.4,102.6,127.70000000000022,0.4,0.4,True,True,0.0
630,0.2,0.0,102.8,127.70000000000022,0.2,0.5,True,True,0.0
631,0.0,0.5,102.8,128.20000000000022,0.7,0.5,True,True,0.0
632,0.1,0.4,102.89999999999999,128.60000000000022,0.1,0.4,True,True,0.0
633,0.4,0.2,103.3,128.8000000000002,0.4,0.2,True,True,0.0
634,0.4,0.5,103.7,129.3000000000002,0.4,0.5,True,True,0.0
635,0.0,0.4,103.7,129.70000000000022,0.4,0.4,True,True,0.0
636,0.3,0.3,104.0,130.00000000000023,0.3,0.3,True,True,0.0
637,0.0,0.3,104.0,130.30000000000024,0.8,0.3,True,True,0.0
638,0.0,0.2,104.0,130.50000000000023,0.9,0.2,True,True,0.0
639,0.0,0.5,104.0,131.00000000000023,1.0,0.5,True,True,0.0
640,0.0,0.3,104.0,131.30000000000024,0.5,0.3,True,True,0.0
641,0.3,0.3,104.3,131.60000000000025,0.3,0.3,True,True,0.0
642,0.2,0.0,104.5,131.60000000000025,0.2,0.4,True,True,0.0
643,0.3,0.3,104.8,131.90000000000026,0.3,0.3,True,True,0.0
644,0.0,0.3,104.8,132.20000000000027,0.6,0.3,True,True,0.0
645,0.1,0.4,104.89999999999999,132.60000000000028,0.1,0.4,True,True,0.0
646,0.4,0.4,105.3,133.00000000000028,0.4,0.4,True,True,0.0
647,0.3,0.0,105.6,133.00000000000028,0.3,0.5,True,True,0.0
648,0.4,0.4,106.0,133.4000000000003,0.4,0.4,True,True,0.0
649,0.2,0.4,106.2,133.8000000000003,0.2,0.4,True,True,0.0
650,0.4,0.7,106.60000000000001,134.50000000000028,0.4,0.7,True,True,0.0
651,0.4,0.0,107.00000000000001,134.50000000000028,0.4,0.4,True,True,0.0
652,0.4,0.0,107.40000000000002,134.50000000000028,0.4,0.7,True,True,0.0
653,0.0,0.0,107.40000000000002,134.50000000000028,0.7,0.5,True,True,0.0
654,0.4,0.4,107.80000000000003,134.9000000000003,0.4,0.4,True,True,0.0
655,0.3,0.4,108.10000000000002,135.3000000000003,0.3,0.4,True,True,0.0
656,0.0,0.3,108.10000000000002,135.6000000000003,0.4,0.3,True,True,0.0
657,0.0,0.0,108.10000000000002,135.6000000000003,0.5,0.3,True,True,0.0
658,0.3,0.0,108.40000000000002,135.6000000000003,0.3,0.5,True,True,0.0
659,0.2,0.2,108.60000000000002,135.8000000000003,0.2,0.2,True,True,0.0
660,0.3,0.0,108.90000000000002,135.8000000000003,0.3,0.9,True,True,0.0
661,0.1,0.3,109.00000000000001,136.1000000000003,0.1,0.3,True,True,0.0
662,0.0,0.4,109.00000000000001,136.5000000000003,0.8,0.4,True,True,0.0
663,0.0,0.5,109.00000000000001,137.0000000000003,0.9,0.5,True,True,0.0
664,0.0,0.4,109.00000000000001,137.40000000000032,1.0,0.4,True,True,0.0
665,0.0,0.2,109.00000000000001,137.6000000000003,0.6,0.2,True,True,0.0
666,0.3,0.3,109.30000000000001,137.90000000000032,0.3,0.3,True,True,0.0
667,0.2,0.3,109.50000000000001,138.20000000000033,0.2,0.3,True,True,0.0
668,0.0,0.3,109.50000000000001,138.50000000000034,0.4,0.3,True,True,0.0
669,0.5,0.4,110.00000000000001,138.90000000000035,0.5,0.4,True,True,0.0
670,0.0,0.4,110.00000000000001,139.30000000000035,0.5,0.4,True,True,0.0
671,0.3,0.0,110.30000000000001,139.30000000000035,0.3,0.5,True,True,0.0
672,0.0,0.4,110.30000000000001,139.70000000000036,0.7,0.4,True,True,0.0
673,0.3,0.0,110.60000000000001,139.70000000000036,0.3,0.4,True,True,0.0
674,0.2,0.5,110.80000000000001,140.20000000000036,0.2,0.5,True,True,0.0
675,0.3,0.4,111.10000000000001,140.60000000000036,0.3,0.4,True,True,0.0
676,0.0,0.4,111.10000000000001,141.00000000000037,0.5,0.4,True,True,0.0
677,0.1,0.4,111.2,141.40000000000038,0.1,0.4,True,True,0.0
678,0.4,0.4,111.60000000000001,141.80000000000038,0.4,0.4,True,True,0.0
679,0.4,0.5,112.00000000000001,142.30000000000038,0.4,0.5,True,True,0.0
680,0.0,0.3,112.00000000000001,142.6000000000004,0.6,0.3,True,True,0.0
681,0.3,0.1,112.30000000000001,142.7000000000004,0.3,0.1,True,True,0.0
682,0.0,0.0,112.30000000000001,142.7000000000004,0.4,0.4,True,True,0.0
683,0.2,0.0,112.50000000000001,142.7000000000004,0.2,0.8,True,True,0.0
684,0.3,0.3,112.80000000000001,143.0000000000004,0.3,0.3,True,True,0.0
685,0.0,0.0,112.80000000000001,143.0000000000004,0.8,0.4,True,True,0.0
686,0.0,0.4,112.80000000000001,143.4000000000004,0.9,0.4,True,True,0.0
687,0.0,0.4,112.80000000000001,143.8000000000004,1.0,0.4,True,True,0.0
688,0.3,0.0,113.10000000000001,143.8000000000004,0.3,0.4,True,True,0.0
689,0.0,0.3,113.10000000000001,144.10000000000042,0.7,0.3,True,True,0.0
690,0.2,0.3,113.30000000000001,144.40000000000043,0.2,0.3,True,True,0.0
691,0.5,0.5,113.80000000000001,144.90000000000043,0.5,0.5,True,True,0.0
692,0.5,0.5,114.30000000000001,145.40000000000043,0.5,0.5,True,True,0.0
693,0.0,0.3,114.30000000000001,145.70000000000044,0.5,0.3,True,True,0.0
694,0.3,0.3,114.60000000000001,146.00000000000045,0.3,0.3,True,True,0.0
695,0.1,0.0,114.7,146.00000000000045,0.1,1.0,True,True,0.0
696,0.4,0.0,115.10000000000001,146.00000000000045,0.4,0.9,True,True,0.0
697,0.4,0.3,115.50000000000001,146.30000000000047,0.4,0.3,True,True,0.0
698,0.4,0.0,115.90000000000002,146.30000000000047,0.4,0.4,True,True,0.0
699,0.3,0.4,116.20000000000002,146.70000000000047,0.3,0.4,True,True,0.0
700,0.4,0.3,116.60000000000002,147.00000000000048,0.4,0.3,True,True,0.0
701,0.4,0.5,117.00000000000003,147.50000000000048,0.4,0.5,True,True,0.0
702,0.0,0.0,117.00000000000003,147.50000000000048,0.6,0.8,True,True,0.0
703,0.4,0.0,117.40000000000003,147.50000000000048,0.4,0.9,True,True,0.0
704,0.4,0.3,117.80000000000004,147.8000000000005,0.4,0.3,True,True,0.0
705,0.4,0.0,118.20000000000005,147.8000000000005,0.4,0.5,True,True,0.0
706,0.2,0.4,118.40000000000005,148.2000000000005,0.2,0.4,True,True,0.0
707,0.4,0.3,118.80000000000005,148.5000000000005,0.4,0.3,True,True,0.0
708,0.0,0.5,118.80000000000005,149.0000000000005,0.5,0.5,True,True,0.0
709,0.3,0.1,119.10000000000005,149.1000000000005,0.3,0.1,True,True,0.0
710,0.4,0.4,119.50000000000006,149.5000000000005,0.4,0.4,True,True,0.0
711,0.4,0.3,119.90000000000006,149.80000000000052,0.4,0.3,True,True,0.0
712,0.4,0.3,120.30000000000007,150.10000000000053,0.4,0.3,True,True,0.0
713,0.4,0.5,120.70000000000007,150.60000000000053,0.4,0.5,True,True,0.0
714,0.4,0.3,121.10000000000008,150.90000000000055,0.4,0.3,True,True,0.0
715,0.3,0.2,121.40000000000008,151.10000000000053,0.3,0.2,True,True,0.0
716,0.4,0.0,121.80000000000008,151.10000000000053,0.4,0.5,True,True,0.0
717,0.4,0.4,122.20000000000009,151.50000000000054,0.4,0.4,True,True,0.0
718,0.4,0.6,122.6000000000001,152.10000000000053,0.4,0.6,True,True,0.0
719,0.4,0.3,123.0000000000001,152.40000000000055,0.4,0.3,True,True,0.0
720,0.0,0.4,123.0000000000001,152.80000000000055,0.4,0.4,True,True,0.0
721,0.2,0.5,123.2000000000001,153.30000000000055,0.2,0.5,True,True,0.0
722,0.1,0.0,123.3000000000001,153.30000000000055,0.1,0.7,True,True,0.0
723,0.0,0.4,123.3000000000001,153.70000000000056,0.7,0.4,True,True,0.0
724,0.3,0.3,123.6000000000001,154.00000000000057,0.3,0.3,True,True,0.0
725,0.3,0.4,123.90000000000009,154.40000000000057,0.3,0.4,True,True,0.0
726,0.0,0.3,123.90000000000009,154.70000000000059,0.8,0.3,True,True,0.0
727,0.0,0.0,123.90000000000009,154.70000000000059,0.9,0.6,True,True,0.0
728,0.0,0.4,123.90000000000009,155.1000000000006,1.0,0.4,True,True,0.0
729,0.0,0.3,123.90000000000009,155.4000000000006,0.6,0.3,True,True,0.0
730,0.5,0.3,124.40000000000009,155.7000000000006,0.5,0.3,True,True,0.0
731,0.5,0.3,124.90000000000009,156.00000000000063,0.5,0.3,True,True,0.0
732,0.0,0.4,124.90000000000009,156.40000000000063,0.5,0.4,True,True,0.0
733,0.3,0.4,125.20000000000009,156.80000000000064,0.3,0.4,True,True,0.0
734,0.2,0.0,125.40000000000009,156.80000000000064,0.2,0.5,True,True,0.0
735,0.3,0.4,125.70000000000009,157.20000000000064,0.3,0.4,True,True,0.0
736,0.4,0.7,126.1000000000001,157.90000000000063,0.4,0.7,True,True,0.0
737,0.4,0.4,126.5000000000001,158.30000000000064,0.4,0.4,True,True,0.0
738,0.0,0.4,126.5000000000001,158.70000000000064,0.4,0.4,True,True,0.0
739,0.5,0.3,127.0000000000001,159.00000000000065,0.5,0.3,True,True,0.0
740,0.5,0.3,127.5000000000001,159.30000000000067,0.5,0.3,True,True,0.0
741,0.0,0.0,127.5000000000001,159.30000000000067,0.5,0.5,True,True,0.0
742,0.1,0.3,127.6000000000001,159.60000000000068,0.1,0.3,True,True,0.0
743,0.3,0.0,127.90000000000009,159.60000000000068,0.3,0.7,True,True,0.0
744,0.2,0.4,128.10000000000008,160.00000000000068,0.2,0.4,True,True,0.0
745,0.0,0.5,128.10000000000008,160.50000000000068,0.7,0.5,True,True,0.0
746,0.3,0.5,128.4000000000001,161.00000000000068,0.3,0.5,True,True,0.0
747,0.0,0.0,128.4000000000001,161.00000000000068,0.5,0.5,True,True,0.0
748,0.6,0.5,129.00000000000009,161.50000000000068,0.6,0.5,True,True,0.0
749,0.0,0.4,129.00000000000009,161.9000000000007,0.6,0.4,True,True,0.0
750,0.3,0.3,129.3000000000001,162.2000000000007,0.3,0.3,True,True,0.0
751,0.2,0.3,129.50000000000009,162.5000000000007,0.2,0.3,True,True,0.0
752,0.4,0.4,129.9000000000001,162.90000000000072,0.4,0.4,True,True,0.0
753,0.0,0.4,129.9000000000001,163.30000000000072,0.4,0.4,True,True,0.0
754,0.3,0.0,130.2000000000001,163.30000000000072,0.3,1.0,True,True,0.0
755,0.0,0.3,130.2000000000001,163.60000000000073,0.8,0.3,True,True,0.0
756,0.0,0.0,130.2000000000001,163.60000000000073,0.9,0.3,True,True,0.0
757,0.0,0.4,130.2000000000001,164.00000000000074,1.0,0.4,True,True,0.0
758,0.1,0.0,130.3000000000001,164.00000000000074,0.1,0.5,True,True,0.0
759,0.0,0.3,130.3000000000001,164.30000000000075,0.6,0.3,True,True,0.0
760,0.3,0.4,130.6000000000001,164.70000000000076,0.3,0.4,True,True,0.0
761,0.2,0.3,130.8000000000001,165.00000000000077,0.2,0.3,True,True,0.0
762,0.3,0.4,131.1000000000001,165.40000000000077,0.3,0.4,True,True,0.0
763,0.5,0.0,131.6000000000001,165.40000000000077,0.5,0.5,True,True,0.0
764,0.5,0.4,132.1000000000001,165.80000000000078,0.5,0.4,True,True,0.0
765,0.0,0.3,132.1000000000001,166.1000000000008,0.5,0.3,True,True,0.0
766,0.0,0.0,132.1000000000001,166.1000000000008,0.3,0.4,True,True,0.0
767,0.0,0.3,132.1000000000001,166.4000000000008,0.7,0.3,True,True,0.0
768,0.4,0.3,132.5000000000001,166.7000000000008,0.4,0.3,True,True,0.0
769,0.4,0.0,132.90000000000012,166.7000000000008,0.4,0.4,True,True,0.0
770,0.0,0.3,132.90000000000012,167.00000000000082,0.4,0.3,True,True,0.0
771,0.2,0.3,133.1000000000001,167.30000000000084,0.2,0.3,True,True,0.0
772,0.0,0.0,133.1000000000001,167.30000000000084,0.5,0.5,True,True,0.0
773,0.1,0.0,133.2000000000001,167.30000000000084,0.1,1.0,True,True,0.0
774,0.6,0.3,133.8000000000001,167.60000000000085,0.6,0.3,True,True,0.0
775,0.6,0.4,134.4000000000001,168.00000000000085,0.6,0.4,True,True,0.0
776,0.0,0.0,134.4000000000001,168.00000000000085,0.6,0.4,True,True,0.0
777,0.0,0.3,134.4000000000001,168.30000000000086,0.6,0.3,True,True,0.0
778,0.2,0.0,134.60000000000008,168.30000000000086,0.2,0.4,True,True,0.0
779,0.3,0.0,134.9000000000001,168.30000000000086,0.3,0.4,True,True,0.0
780,0.4,0.4,135.3000000000001,168.70000000000087,0.4,0.4,True,True,0.0
781,0.4,0.3,135.7000000000001,169.00000000000088,0.4,0.3,True,True,0.0
782,0.4,0.4,136.1000000000001,169.4000000000009,0.4,0.4,True,True,0.0
783,0.0,0.3,136.1000000000001,169.7000000000009,0.4,0.3,True,True,0.0
784,0.0,0.4,136.1000000000001,170.1000000000009,0.8,0.4,True,True,0.0
785,0.0,0.3,136.1000000000001,170.40000000000092,0.9,0.3,True,True,0.0
786,0.0,0.4,136.1000000000001,170.80000000000092,1.0,0.4,True,True,0.0
787,0.3,0.0,136.40000000000012,170.80000000000092,0.3,0.4,True,True,0.0
788,0.2,0.5,136.6000000000001,171.30000000000092,0.2,0.5,True,True,0.0
789,0.5,0.0,137.1000000000001,171.30000000000092,0.5,0.4,True,True,0.0
790,0.5,0.0,137.6000000000001,171.30000000000092,0.5,0.4,True,True,0.0
791,0.5,0.4,138.1000000000001,171.70000000000093,0.5,0.4,True,True,0.0
792,0.5,0.5,138.6000000000001,172.20000000000093,0.5,0.5,True,True,0.0
793,0.5,0.0,139.1000000000001,172.20000000000093,0.5,0.4,True,True,0.0
794,0.0,0.0,139.1000000000001,172.20000000000093,0.5,0.5,True,True,0.0
795,0.5,0.3,139.6000000000001,172.50000000000094,0.5,0.3,True,True,0.0
796,0.0,0.0,139.6000000000001,172.50000000000094,0.5,0.3,True,True,0.0
797,0.0,0.0,139.6000000000001,172.50000000000094,0.7,0.4,True,True,0.0
798,0.3,0.5,139.90000000000012,173.00000000000094,0.3,0.5,True,True,0.0
799,0.1,0.3,140.0000000000001,173.30000000000095,0.1,0.3,True,True,0.0
800,0.0,0.5,140.0000000000001,173.80000000000095,0.6,0.5,True,True,0.0
801,0.3,0.0,140.30000000000013,173.80000000000095,0.3,0.4,True,True,0.0
802,0.2,0.5,140.5000000000001,174.30000000000095,0.2,0.5,True,True,0.0
803,0.5,0.0,141.0000000000001,174.30000000000095,0.5,0.3,True,True,0.0
804,0.5,0.0,141.5000000000001,174.30000000000095,0.5,0.4,True,True,0.0
805,0.5,0.5,142.0000000000001,174.80000000000095,0.5,0.5,True,True,0.0
806,0.0,0.5,142.0000000000001,175.30000000000095,0.5,0.5,True,True,0.0
807,0.4,0.3,142.40000000000012,175.60000000000096,0.4,0.3,True,True,0.0
808,0.3,0.3,142.70000000000013,175.90000000000097,0.3,0.3,True,True,0.0
809,0.4,0.4,143.10000000000014,176.30000000000098,0.4,0.4,True,True,0.0
810,0.4,0.5,143.50000000000014,176.80000000000098,0.4,0.5,True,True,0.0
811,0.4,0.2,143.90000000000015,177.00000000000097,0.4,0.2,True,True,0.0
812,0.4,0.0,144.30000000000015,177.00000000000097,0.4,0.9,True,True,0.0
813,0.4,0.5,144.70000000000016,177.50000000000097,0.4,0.5,True,True,0.0
814,0.4,0.5,145.10000000000016,178.00000000000097,0.4,0.5,True,True,0.0
815,0.3,0.0,145.40000000000018,178.00000000000097,0.3,0.5,True,True,0.0
816,0.4,0.3,145.80000000000018,178.30000000000098,0.4,0.3,True,True,0.0
817,0.0,0.4,145.80000000000018,178.70000000000098,0.5,0.4,True,True,0.0
818,0.4,0.2,146.2000000000002,178.90000000000097,0.4,0.2,True,True,0.0
819,0.4,0.3,146.6000000000002,179.20000000000098,0.4,0.3,True,True,0.0
820,0.4,0.4,147.0000000000002,179.600000000001,0.4,0.4,True,True,0.0
821,0.2,0.3,147.2000000000002,179.900000000001,0.2,0.3,True,True,0.0
822,0.4,0.0,147.6000000000002,179.900000000001,0.4,0.5,True,True,0.0
823,0.3,0.6,147.9000000000002,180.500000000001,0.3,0.6,True,True,0.0
824,0.4,0.4,148.3000000000002,180.900000000001,0.4,0.4,True,True,0.0
825,0.0,0.4,148.3000000000002,181.300000000001,0.4,0.4,True,True,0.0
826,0.1,0.3,148.4000000000002,181.60000000000102,0.1,0.3,True,True,0.0
827,0.0,0.5,148.4000000000002,182.10000000000102,0.7,0.5,True,True,0.0
828,0.0,0.4,148.4000000000002,182.50000000000102,0.3,0.4,True,True,0.0
829,0.0,0.3,148.4000000000002,182.80000000000103,0.6,0.3,True,True,0.0
830,0.0,0.0,148.4000000000002,182.80000000000103,0.8,0.6,True,True,0.0
831,0.0,0.4,148.4000000000002,183.20000000000104,0.9,0.4,True,True,0.0
832,0.0,0.5,148.4000000000002,183.70000000000104,1.0,0.5,True,True,0.0
833,0.2,0.3,148.6000000000002,184.00000000000105,0.2,0.3,True,True,0.0
834,0.5,0.3,149.1000000000002,184.30000000000106,0.5,0.3,True,True,0.0
835,0.0,0.3,149.1000000000002,184.60000000000107,0.5,0.3,True,True,0.0
836,0.4,0.2,149.5000000000002,184.80000000000106,0.4,0.2,True,True,0.0
837,0.4,0.5,149.9000000000002,185.30000000000106,0.4,0.5,True,True,0.0
838,0.4,0.0,150.3000000000002,185.30000000000106,0.4,0.5,True,True,0.0
839,0.0,0.3,150.3000000000002,185.60000000000107,0.4,0.3,True,True,0.0
840,0.2,0.3,150.5000000000002,185.90000000000109,0.2,0.3,True,True,0.0
841,0.0,0.4,150.5000000000002,186.3000000000011,0.1,0.4,True,True,0.0
842,0.3,0.3,150.8000000000002,186.6000000000011,0.3,0.3,True,True,0.0
843,0.0,0.4,150.8000000000002,187.0000000000011,0.5,0.4,True,True,0.0
844,0.0,0.4,150.8000000000002,187.4000000000011,0.6,0.4,True,True,0.0
845,0.3,0.4,151.10000000000022,187.80000000000112,0.3,0.4,True,True,0.0
846,0.2,0.3,151.3000000000002,188.10000000000113,0.2,0.3,True,True,0.0
847,0.0,0.0,151.3000000000002,188.10000000000113,0.7,0.7,True,True,0.0
848,0.3,0.5,151.60000000000022,188.60000000000113,0.3,0.5,True,True,0.0
849,0.4,0.0,152.00000000000023,188.60000000000113,0.4,0.3,True,True,0.0
850,0.4,0.3,152.40000000000023,188.90000000000114,0.4,0.3,True,True,0.0
851,0.0,0.5,152.40000000000023,189.40000000000114,0.4,0.5,True,True,0.0
852,0.0,0.4,152.40000000000023,189.80000000000115,0.3,0.4,True,True,0.0
853,0.2,0.4,152.60000000000022,190.20000000000115,0.2,0.4,True,True,0.0
854,0.0,0.4,152.60000000000022,190.60000000000116,0.8,0.4,True,True,0.0
855,0.0,0.5,152.60000000000022,191.10000000000116,0.9,0.5,True,True,0.0
856,0.0,0.0,152.60000000000022,191.10000000000116,1.0,0.5,True,True,0.0
857,0.0,0.5,152.60000000000022,191.60000000000116,0.5,0.5,True,True,0.0
858,0.0,0.5,152.60000000000022,192.10000000000116,0.6,0.5,True,True,0.0
859,0.0,0.3,152.60000000000022,192.40000000000117,0.4,0.3,True,True,0.0
860,0.1,0.3,152.70000000000022,192.70000000000118,0.1,0.3,True,True,0.0
861,0.2,0.4,152.9000000000002,193.1000000000012,0.2,0.4,True,True,0.0
862,0.3,0.4,153.20000000000022,193.5000000000012,0.3,0.4,True,True,0.0
863,0.0,0.5,153.20000000000022,194.0000000000012,0.7,0.5,True,True,0.0
864,0.3,0.4,153.50000000000023,194.4000000000012,0.3,0.4,True,True,0.0
865,0.0,0.3,153.50000000000023,194.7000000000012,0.5,0.3,True,True,0.0
866,0.0,0.4,153.50000000000023,195.10000000000122,0.2,0.4,True,True,0.0
867,0.0,0.0,153.50000000000023,195.10000000000122,0.3,0.4,True,True,0.0
868,0.0,0.4,153.50000000000023,195.50000000000122,0.4,0.4,True,True,0.0
869,0.0,0.0,153.50000000000023,195.50000000000122,0.1,0.5,True,True,0.0
870,0.0,0.5,153.50000000000023,196.00000000000122,0.6,0.5,True,True,0.0
871,0.0,0.0,153.50000000000023,196.00000000000122,0.5,0.3,True,True,0.0
872,0.0,0.5,153.50000000000023,196.50000000000122,0.8,0.5,True,True,0.0
873,0.0,0.3,153.50000000000023,196.80000000000123,0.9,0.3,True,True,0.0
874,0.0,0.3,153.50000000000023,197.10000000000124,1.0,0.3,True,True,0.0
875,0.4,0.0,153.90000000000023,197.10000000000124,0.4,0.4,True,True,0.0
876,0.0,0.3,153.90000000000023,197.40000000000126,0.4,0.3,True,True,0.0
877,0.3,0.5,154.20000000000024,197.90000000000126,0.3,0.5,True,True,0.0
878,0.0,0.3,154.20000000000024,198.20000000000127,0.7,0.3,True,True,0.0
879,0.2,0.5,154.40000000000023,198.70000000000127,0.2,0.5,True,True,0.0
880,0.3,0.4,154.70000000000024,199.10000000000127,0.3,0.4,True,True,0.0
881,0.3,0.4,155.00000000000026,199.50000000000128,0.3,0.4,True,True,0.0
882,0.6,0.4,155.60000000000025,199.90000000000128,0.6,0.4,True,True,0.0
883,0.0,0.2,155.60000000000025,200.10000000000127,0.6,0.2,True,True,0.0
884,0.2,0.0,155.80000000000024,200.10000000000127,0.2,0.5,True,True,0.0
885,0.0,0.4,155.80000000000024,200.50000000000128,0.5,0.4,True,True,0.0
886,0.0,0.4,155.80000000000024,200.90000000000128,0.4,0.4,True,True,0.0
887,0.0,0.3,155.80000000000024,201.2000000000013,0.3,0.3,True,True,0.0
888,0.1,0.3,155.90000000000023,201.5000000000013,0.1,0.3,True,True,0.0
889,0.6,0.0,156.50000000000023,201.5000000000013,0.6,0.6,True,True,0.0
890,0.0,0.3,156.50000000000023,201.80000000000132,0.6,0.3,True,True,0.0
891,0.0,0.4,156.50000000000023,202.20000000000132,0.2,0.4,True,True,0.0
892,0.0,0.5,156.50000000000023,202.70000000000132,0.4,0.5,True,True,0.0
893,0.0,0.1,156.50000000000023,202.80000000000132,0.7,0.1,True,True,0.0
894,0.0,0.4,156.50000000000023,203.20000000000132,0.6,0.4,True,True,0.0
895,0.0,0.0,156.50000000000023,203.20000000000132,0.5,0.4,True,True,0.0
896,0.0,0.3,156.50000000000023,203.50000000000134,0.8,0.3,True,True,0.0
897,0.0,0.4,156.50000000000023,203.90000000000134,0.9,0.4,True,True,0.0
898,0.0,0.0,156.50000000000023,203.90000000000134,1.0,0.5,True,True,0.0
899,0.3,0.5,156.80000000000024,204.40000000000134,0.3,0.5,True,True,0.0
900,0.0,0.5,156.80000000000024,204.90000000000134,0.3,0.5,True,True,0.0
901,0.1,0.3,156.90000000000023,205.20000000000135,0.1,0.3,True,True,0.0
902,0.4,0.0,157.30000000000024,205.20000000000135,0.4,0.7,True,True,0.0
903,0.0,0.4,157.30000000000024,205.60000000000136,0.4,0.4,True,True,0.0
904,0.2,0.3,157.50000000000023,205.90000000000137,0.2,0.3,True,True,0.0
905,0.0,0.4,157.50000000000023,206.30000000000138,0.5,0.4,True,True,0.0
906,0.0,0.0,157.50000000000023,206.30000000000138,0.6,0.7,True,True,0.0
907,0.0,0.3,157.50000000000023,206.6000000000014,0.3,0.3,True,True,0.0
908,0.2,0.4,157.70000000000022,207.0000000000014,0.2,0.4,True,True,0.0
909,0.0,0.0,157.70000000000022,207.0000000000014,0.7,0.4,True,True,0.0
910,0.1,0.3,157.8000000000002,207.3000000000014,0.1,0.3,True,True,0.0
911,0.0,0.2,157.8000000000002,207.5000000000014,0.4,0.2,True,True,0.0
912,0.0,0.0,157.8000000000002,207.5000000000014,0.5,0.5,True,True,0.0
913,0.2,0.0,158.0000000000002,207.5000000000014,0.2,0.4,True,True,0.0
914,0.0,0.4,158.0000000000002,207.9000000000014,0.8,0.4,True,True,0.0
915,0.0,0.0,158.0000000000002,207.9000000000014,0.9,0.7,True,True,0.0
916,0.0,0.0,158.0000000000002,207.9000000000014,1.0,0.5,True,True,0.0
917,0.0,0.3,158.0000000000002,208.2000000000014,0.3,0.3,True,True,0.0
918,0.0,0.0,158.0000000000002,208.2000000000014,0.6,0.3,True,True,0.0
919,0.4,0.4,158.4000000000002,208.60000000000142,0.4,0.4,True,True,0.0
920,0.4,0.0,158.8000000000002,208.60000000000142,0.4,0.5,True,True,0.0
921,0.4,0.5,159.20000000000022,209.10000000000142,0.4,0.5,True,True,0.0
922,0.4,0.3,159.60000000000022,209.40000000000143,0.4,0.3,True,True,0.0
923,0.0,0.0,159.60000000000022,209.40000000000143,0.4,0.5,True,True,0.0
924,0.2,0.4,159.8000000000002,209.80000000000143,0.2,0.4,True,True,0.0
925,0.1,0.3,159.9000000000002,210.10000000000144,0.1,0.3,True,True,0.0
926,0.0,0.2,159.9000000000002,210.30000000000143,0.7,0.2,True,True,0.0
927,0.0,0.0,159.9000000000002,210.30000000000143,0.5,0.5,True,True,0.0
928,0.0,0.3,159.9000000000002,210.60000000000144,0.2,0.3,True,True,0.0
929,0.0,0.0,159.9000000000002,210.60000000000144,0.4,0.2,True,True,0.0
930,0.0,0.0,159.9000000000002,210.60000000000144,0.3,1.0,True,True,0.0
931,0.0,0.4,159.9000000000002,211.00000000000145,0.6,0.4,True,True,0.0
932,0.1,0.0,160.0000000000002,211.00000000000145,0.1,0.5,True,True,0.0
933,0.0,0.0,160.0000000000002,211.00000000000145,0.5,0.5,True,True,0.0
934,0.0,0.3,160.0000000000002,211.30000000000146,0.8,0.3,True,True,0.0
935,0.0,0.4,160.0000000000002,211.70000000000147,0.9,0.4,True,True,0.0
936,0.0,0.0,160.0000000000002,211.70000000000147,1.0,0.4,True,True,0.0
